observation_id,observation_family,observation_level,observation_status,source_candidate_id,symbol,timeframe,session_id,session_timezone,prior_session_local_date,next_session_local_date,first_break_direction,first_break_mode,prior_or_break_edge_value,next_session_open_utc,next_session_first_bar_open,next_session_first_bar_close,next_session_first_30m_bar_count,next_session_first_bar_expected_side,next_session_first_30m_all_closes_expected_side,next_session_first_30m_any_close_opposite_or_at_boundary,observation_scope
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-09,2021-11-10,down,close,1.35730,2021-11-10T08:00:00Z,1.35512,1.35529,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-11|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-11|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-11,2021-11-12,down,close,1.33984,2021-11-12T14:30:00Z,1.34014,1.34007,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-12|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-12|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-12,2021-11-13,up,close,1.33717,2021-11-13T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-16|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-16,2021-11-17,down,wick,1.34403,2021-11-17T14:30:00Z,1.34582,1.3459,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-17,2021-11-18,up,close,1.34323,2021-11-18T08:00:00Z,1.3488,1.3489,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-18|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-18|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-18,2021-11-19,up,wick,1.34925,2021-11-19T08:00:00Z,1.3486,1.34881,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-22,2021-11-23,down,wick,1.34381,2021-11-23T08:00:00Z,1.33878,1.33883,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-22,2021-11-23,down,close,1.34390,2021-11-23T14:30:00Z,1.33423,1.335,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-23,2021-11-24,up,close,1.33538,2021-11-24T14:30:00Z,1.33686,1.33616,2,1,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-24,2021-11-25,down,wick,1.33770,2021-11-25T08:00:00Z,1.33436,1.3349,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-24,2021-11-25,down,wick,1.33502,2021-11-25T14:30:00Z,1.33149,1.33087,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-29,2021-11-30,down,wick,1.33332,2021-11-30T08:00:00Z,1.33174,1.3307,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-29,2021-11-30,down,close,1.33325,2021-11-30T14:30:00Z,1.33359,1.33366,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-01|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-01,2021-12-02,down,close,1.33145,2021-12-02T14:30:00Z,1.33269,1.33222,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-02,2021-12-03,up,wick,1.32894,2021-12-03T08:00:00Z,1.32948,1.32956,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-03,2021-12-04,down,close,1.32926,2021-12-04T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-07,2021-12-08,down,close,1.32832,2021-12-08T08:00:00Z,1.32535,1.32508,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-07,2021-12-08,up,wick,1.32543,2021-12-08T14:30:00Z,1.31896,1.32007,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-08,2021-12-09,down,close,1.32505,2021-12-09T08:00:00Z,1.32071,1.32098,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-09,2021-12-10,up,wick,1.32148,2021-12-10T08:00:00Z,1.32195,1.32173,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-09,2021-12-10,up,wick,1.31912,2021-12-10T14:30:00Z,1.32014,1.31986,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-10|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-10|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-10,2021-12-11,up,wick,1.32097,2021-12-11T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-13,2021-12-14,down,close,1.32382,2021-12-14T08:00:00Z,1.32049,1.32108,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-13|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-13|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-13,2021-12-14,down,close,1.32452,2021-12-14T14:30:00Z,1.32455,1.32514,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-14,2021-12-15,up,wick,1.32131,2021-12-15T08:00:00Z,1.32416,1.32433,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-14,2021-12-15,down,wick,1.32452,2021-12-15T14:30:00Z,1.32568,1.32565,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-15|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-15|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-15,2021-12-16,down,wick,1.32517,2021-12-16T14:30:00Z,1.33563,1.33575,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-16,2021-12-17,up,wick,1.32486,2021-12-17T08:00:00Z,1.3335,1.33306,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-17,2021-12-18,down,wick,1.33263,2021-12-18T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-22,2021-12-23,up,wick,1.32555,2021-12-23T08:00:00Z,1.33507,1.33513,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-22,2021-12-23,up,wick,1.33149,2021-12-23T14:30:00Z,1.34207,1.34301,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-23,2021-12-24,up,wick,1.33531,2021-12-24T08:00:00Z,1.33886,1.33901,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-24,2021-12-25,down,wick,1.34107,2021-12-25T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-27|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-27|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-27,2021-12-28,up,wick,1.34134,2021-12-28T14:30:00Z,1.34516,1.34519,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-29,2021-12-30,up,close,1.34331,2021-12-30T14:30:00Z,1.34947,1.35069,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-31|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-31|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-31,2022-01-01,up,close,1.34985,2022-01-01T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-03,2022-01-04,down,close,1.35003,2022-01-04T14:30:00Z,1.34819,1.34782,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-04,2022-01-05,up,wick,1.34872,2022-01-05T14:30:00Z,1.3541,1.35352,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-05|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-05|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-05,2022-01-06,up,close,1.35322,2022-01-06T08:00:00Z,1.35297,1.35258,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-05|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-05|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-05,2022-01-06,up,close,1.35424,2022-01-06T14:30:00Z,1.35384,1.35396,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-07,2022-01-08,up,wick,1.35468,2022-01-08T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-12|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-12|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-12,2022-01-13,up,close,1.36413,2022-01-13T14:30:00Z,1.3731,1.37273,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-14,2022-01-15,down,close,1.37307,2022-01-15T08:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-14,2022-01-15,down,wick,1.37050,2022-01-15T14:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
