relative_id,relative_family,relative_level,relative_status,source_relation_id,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,first_break_direction,first_break_mode,break_side,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib,shared_boundary_on_break_side,first_break_relative_case,can_confirm_ib_break_from_current_fields,requires_break_price_for_ib_confirmation,inference_scope,width_error_day
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-15|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-15,60,30,down,close,down,1.38238,1.38143,0.00095,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-16|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-16,60,30,down,wick,down,1.38315,1.38314,0.00001,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-16|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-16|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-16,60,30,up,wick,up,1.38258,1.38301,0.00043,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-17|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-17,60,30,up,close,up,1.38022,1.38065,0.00043,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-17|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-09-17|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-17,60,30,up,close,up,1.37954,1.37954,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-20,60,30,down,close,down,1.37054,1.37027,0.00027,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-20|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-20,60,30,down,close,down,1.36895,1.36775,0.00120,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-21|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-21,60,30,down,wick,down,1.36692,1.36682,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-21,60,30,down,close,down,1.36760,1.36737,0.00023,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-22,60,30,up,close,up,1.36495,1.36533,0.00038,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-22,60,30,down,close,down,1.36374,1.36336,0.00038,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-23,60,30,down,close,down,1.36375,1.36363,0.00012,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-23,60,30,up,close,up,1.36850,1.37078,0.00228,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-24,60,30,down,wick,down,1.37223,1.37202,0.00021,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-24,60,30,down,close,down,1.36936,1.36789,0.00147,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|london|2021-09-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-27,60,30,up,close,up,1.36775,1.36775,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-27|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-27,60,30,up,close,up,1.37058,1.37130,0.00072,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-28,60,30,up,close,up,1.37070,1.37137,0.00067,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-28,60,30,down,wick,down,1.35945,1.35932,0.00013,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-29,60,30,up,wick,up,1.35473,1.35486,0.00013,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-09-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-29,60,30,down,close,down,1.35027,1.34728,0.00299,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-09-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-09-30|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-30,60,30,down,close,down,1.34502,1.34463,0.00039,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-09-30|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-30,60,30,up,wick,up,1.34490,1.34490,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-01|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-01,60,30,down,wick,down,1.34536,1.34503,0.00033,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|new_york|2021-10-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-01,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-04,60,30,up,close,up,1.35428,1.35480,0.00052,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-04,60,30,up,close,up,1.35915,1.35980,0.00065,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-05|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-05,60,30,down,close,down,1.35897,1.35857,0.00040,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-05|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-05,60,30,up,close,up,1.36283,1.36420,0.00137,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-06|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-06,60,30,down,close,down,1.36026,1.35987,0.00039,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-06|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-06,60,30,up,close,up,1.35732,1.35778,0.00046,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-07,60,30,up,wick,up,1.35866,1.35872,0.00006,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-07,60,30,up,close,up,1.35944,1.36166,0.00222,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-08,60,30,down,wick,down,1.36082,1.36013,0.00069,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-08|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-08,60,30,down,wick,down,1.36256,1.36235,0.00021,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-11|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-11,60,30,up,wick,up,1.36362,1.36404,0.00042,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-11|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-11,60,30,up,wick,up,1.36324,1.36344,0.00020,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-12|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-12,60,30,down,wick,down,1.35951,1.35945,0.00006,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-12|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-12,60,30,up,wick,up,1.36192,1.36202,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-13,60,30,up,close,up,1.36167,1.36175,0.00008,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-13|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-13,60,30,down,close,down,1.36213,1.36163,0.00050,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-14,60,30,down,close,down,1.36654,1.36630,0.00024,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|new_york|2021-10-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-14,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-15,60,30,up,wick,up,1.36875,1.36885,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-15|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-15,60,30,up,close,up,1.37449,1.37576,0.00127,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-18|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-18,60,30,up,wick,up,1.37334,1.37339,0.00005,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-18|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-18,60,30,down,close,down,1.37252,1.37223,0.00029,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-19|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-19,60,30,up,wick,up,1.37737,1.37740,0.00003,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-19|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-19,60,30,down,wick,down,1.38196,1.38176,0.00020,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-20,60,30,up,wick,up,1.38105,1.38124,0.00019,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,no_break_relative_inference,IBOR|GBPUSD|M15|new_york|2021-10-20|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-20,60,30,none,ambiguous,none,,,,0,no_break,0,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-21|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-21,60,30,down,wick,down,1.38159,1.38128,0.00031,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-21,60,30,up,close,up,1.38044,1.38147,0.00103,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-22,60,30,down,wick,down,1.37942,1.37928,0.00014,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|GBPUSD|M15|new_york|2021-10-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-22,60,30,down,wick,down,1.37808,1.37808,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-25,60,30,down,wick,down,1.37799,1.37796,0.00003,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-25,60,30,up,wick,up,1.37733,1.37748,0.00015,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-26|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-26,60,30,down,wick,down,1.37586,1.37573,0.00013,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-26|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-26,60,30,up,wick,up,1.38283,1.38287,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-27,60,30,up,close,up,1.37729,1.37739,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-27|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-27,60,30,down,wick,down,1.37118,1.37097,0.00021,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-28,60,30,down,wick,down,1.37403,1.37373,0.00030,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-28,60,30,up,wick,up,1.37605,1.37633,0.00028,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-10-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-10-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-29,60,30,down,close,down,1.37931,1.37869,0.00062,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|new_york|2021-10-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-29,60,30,down,wick,down,1.37824,1.37773,0.00051,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|GBPUSD|M15|london|2021-11-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|GBPUSD|M15|london|2021-11-01|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-01,60,30,up,close,up,1.36851,1.36871,0.00020,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
