relation_id,relation_family,relation_level,relation_status,source_ib_object_id,source_or_row_key,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,ib_start_utc,ib_end_utc,or_bar_time_utc,ib_high,ib_low,ib_range,opening_range_high,opening_range_low,opening_range_width,or_inside_ib,ib_equals_or,ib_width_minus_or_width,ib_width_to_or_width_ratio,or_high_to_ib_high_gap,or_low_to_ib_low_gap,first_break_direction,first_break_mode,width_error_day
IBOR|EURUSD|M1|new_york|2026-05-22|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-22|60,OR|EURUSD|M1|new_york|2026-05-22|30,EURUSD,M1,new_york,America/New_York,2026-05-22,60,30,2026-05-22T13:30:00Z,2026-05-22T14:30:00Z,2026-05-22T14:00:00Z,1.16014,1.15934,0.00080,1.16014,1.15952,0.00062,1,0,0.00018,1.290322580645161290322580645,0.00000,0.00018,down,close,0
IBOR|EURUSD|M1|london|2026-05-25|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-05-25|60,OR|EURUSD|M1|london|2026-05-25|30,EURUSD,M1,london,Europe/London,2026-05-25,60,30,2026-05-25T07:00:00Z,2026-05-25T08:00:00Z,2026-05-25T07:30:00Z,1.16438,1.16356,0.00082,1.16376,1.16356,0.00020,1,0,0.00062,4.1,0.00062,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-05-25|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-25|60,OR|EURUSD|M1|new_york|2026-05-25|30,EURUSD,M1,new_york,America/New_York,2026-05-25,60,30,2026-05-25T13:30:00Z,2026-05-25T14:30:00Z,2026-05-25T14:00:00Z,1.16447,1.16402,0.00045,1.16440,1.16414,0.00026,1,0,0.00019,1.730769230769230769230769231,0.00007,0.00012,down,close,0
IBOR|EURUSD|M1|london|2026-05-26|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-05-26|60,OR|EURUSD|M1|london|2026-05-26|30,EURUSD,M1,london,Europe/London,2026-05-26,60,30,2026-05-26T07:00:00Z,2026-05-26T08:00:00Z,2026-05-26T07:30:00Z,1.16361,1.16293,0.00068,1.16361,1.16332,0.00029,1,0,0.00039,2.344827586206896551724137931,0.00000,0.00039,down,close,0
IBOR|EURUSD|M1|new_york|2026-05-26|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-26|60,OR|EURUSD|M1|new_york|2026-05-26|30,EURUSD,M1,new_york,America/New_York,2026-05-26,60,30,2026-05-26T13:30:00Z,2026-05-26T14:30:00Z,2026-05-26T14:00:00Z,1.16450,1.16377,0.00073,1.16450,1.16377,0.00073,1,1,0.00000,1,0.00000,0.00000,down,close,0
IBOR|EURUSD|M1|london|2026-05-27|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-05-27|60,OR|EURUSD|M1|london|2026-05-27|30,EURUSD,M1,london,Europe/London,2026-05-27,60,30,2026-05-27T07:00:00Z,2026-05-27T08:00:00Z,2026-05-27T07:30:00Z,1.16424,1.16383,0.00041,1.16409,1.16383,0.00026,1,0,0.00015,1.576923076923076923076923077,0.00015,0.00000,up,wick,0
IBOR|EURUSD|M1|new_york|2026-05-27|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-27|60,OR|EURUSD|M1|new_york|2026-05-27|30,EURUSD,M1,new_york,America/New_York,2026-05-27,60,30,2026-05-27T13:30:00Z,2026-05-27T14:30:00Z,2026-05-27T14:00:00Z,1.16419,1.16359,0.00060,1.16405,1.16359,0.00046,1,0,0.00014,1.304347826086956521739130435,0.00014,0.00000,up,close,0
IBOR|EURUSD|M1|london|2026-05-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-05-28|60,OR|EURUSD|M1|london|2026-05-28|30,EURUSD,M1,london,Europe/London,2026-05-28,60,30,2026-05-28T07:00:00Z,2026-05-28T08:00:00Z,2026-05-28T07:30:00Z,1.15927,1.15862,0.00065,1.15918,1.15862,0.00056,1,0,0.00009,1.160714285714285714285714286,0.00009,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-05-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-28|60,OR|EURUSD|M1|new_york|2026-05-28|30,EURUSD,M1,new_york,America/New_York,2026-05-28,60,30,2026-05-28T13:30:00Z,2026-05-28T14:30:00Z,2026-05-28T14:00:00Z,1.16147,1.16034,0.00113,1.16147,1.16036,0.00111,1,0,0.00002,1.018018018018018018018018018,0.00000,0.00002,down,wick,0
IBOR|EURUSD|M1|london|2026-05-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-05-29|60,OR|EURUSD|M1|london|2026-05-29|30,EURUSD,M1,london,Europe/London,2026-05-29,60,30,2026-05-29T07:00:00Z,2026-05-29T08:00:00Z,2026-05-29T07:30:00Z,1.16393,1.16343,0.00050,1.16393,1.16354,0.00039,1,0,0.00011,1.282051282051282051282051282,0.00000,0.00011,down,close,0
IBOR|EURUSD|M1|new_york|2026-05-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-05-29|60,OR|EURUSD|M1|new_york|2026-05-29|30,EURUSD,M1,new_york,America/New_York,2026-05-29,60,30,2026-05-29T13:30:00Z,2026-05-29T14:30:00Z,2026-05-29T14:00:00Z,1.16449,1.16399,0.00050,1.16444,1.16407,0.00037,1,0,0.00013,1.351351351351351351351351351,0.00005,0.00008,up,close,0
IBOR|EURUSD|M1|london|2026-06-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-01|60,OR|EURUSD|M1|london|2026-06-01|30,EURUSD,M1,london,Europe/London,2026-06-01,60,30,2026-06-01T07:00:00Z,2026-06-01T08:00:00Z,2026-06-01T07:30:00Z,1.16485,1.16434,0.00051,1.16474,1.16434,0.00040,1,0,0.00011,1.275,0.00011,0.00000,up,wick,0
IBOR|EURUSD|M1|new_york|2026-06-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-01|60,OR|EURUSD|M1|new_york|2026-06-01|30,EURUSD,M1,new_york,America/New_York,2026-06-01,60,30,2026-06-01T13:30:00Z,2026-06-01T14:30:00Z,2026-06-01T14:00:00Z,1.16503,1.16417,0.00086,1.16503,1.16461,0.00042,1,0,0.00044,2.047619047619047619047619048,0.00000,0.00044,down,wick,0
IBOR|EURUSD|M1|london|2026-06-02|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-02|60,OR|EURUSD|M1|london|2026-06-02|30,EURUSD,M1,london,Europe/London,2026-06-02,60,30,2026-06-02T07:00:00Z,2026-06-02T08:00:00Z,2026-06-02T07:30:00Z,1.16388,1.16341,0.00047,1.16364,1.16341,0.00023,1,0,0.00024,2.043478260869565217391304348,0.00024,0.00000,up,wick,0
IBOR|EURUSD|M1|new_york|2026-06-02|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-02|60,OR|EURUSD|M1|new_york|2026-06-02|30,EURUSD,M1,new_york,America/New_York,2026-06-02,60,30,2026-06-02T13:30:00Z,2026-06-02T14:30:00Z,2026-06-02T14:00:00Z,1.16468,1.16417,0.00051,1.16462,1.16417,0.00045,1,0,0.00006,1.133333333333333333333333333,0.00006,0.00000,up,close,0
IBOR|EURUSD|M1|london|2026-06-03|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-03|60,OR|EURUSD|M1|london|2026-06-03|30,EURUSD,M1,london,Europe/London,2026-06-03,60,30,2026-06-03T07:00:00Z,2026-06-03T08:00:00Z,2026-06-03T07:30:00Z,1.16280,1.16243,0.00037,1.16280,1.16247,0.00033,1,0,0.00004,1.121212121212121212121212121,0.00000,0.00004,down,wick,0
IBOR|EURUSD|M1|new_york|2026-06-03|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-03|60,OR|EURUSD|M1|new_york|2026-06-03|30,EURUSD,M1,new_york,America/New_York,2026-06-03,60,30,2026-06-03T13:30:00Z,2026-06-03T14:30:00Z,2026-06-03T14:00:00Z,1.16203,1.16145,0.00058,1.16178,1.16145,0.00033,1,0,0.00025,1.757575757575757575757575758,0.00025,0.00000,up,close,0
IBOR|EURUSD|M1|london|2026-06-04|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-04|60,OR|EURUSD|M1|london|2026-06-04|30,EURUSD,M1,london,Europe/London,2026-06-04,60,30,2026-06-04T07:00:00Z,2026-06-04T08:00:00Z,2026-06-04T07:30:00Z,1.16129,1.16039,0.00090,1.16061,1.16039,0.00022,1,0,0.00068,4.090909090909090909090909091,0.00068,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-06-04|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-04|60,OR|EURUSD|M1|new_york|2026-06-04|30,EURUSD,M1,new_york,America/New_York,2026-06-04,60,30,2026-06-04T13:30:00Z,2026-06-04T14:30:00Z,2026-06-04T14:00:00Z,1.16434,1.16277,0.00157,1.16342,1.16277,0.00065,1,0,0.00092,2.415384615384615384615384615,0.00092,0.00000,up,close,0
IBOR|EURUSD|M1|london|2026-06-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-05|60,OR|EURUSD|M1|london|2026-06-05|30,EURUSD,M1,london,Europe/London,2026-06-05,60,30,2026-06-05T07:00:00Z,2026-06-05T08:00:00Z,2026-06-05T07:30:00Z,1.16170,1.16137,0.00033,1.16165,1.16137,0.00028,1,0,0.00005,1.178571428571428571428571429,0.00005,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-06-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-05|60,OR|EURUSD|M1|new_york|2026-06-05|30,EURUSD,M1,new_york,America/New_York,2026-06-05,60,30,2026-06-05T13:30:00Z,2026-06-05T14:30:00Z,2026-06-05T14:00:00Z,1.16442,1.16354,0.00088,1.16442,1.16388,0.00054,1,0,0.00034,1.629629629629629629629629630,0.00000,0.00034,down,close,0
IBOR|EURUSD|M1|london|2026-06-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-08|60,OR|EURUSD|M1|london|2026-06-08|30,EURUSD,M1,london,Europe/London,2026-06-08,60,30,2026-06-08T07:00:00Z,2026-06-08T08:00:00Z,2026-06-08T07:30:00Z,1.15339,1.15299,0.00040,1.15335,1.15300,0.00035,1,0,0.00005,1.142857142857142857142857143,0.00004,0.00001,up,wick,0
IBOR|EURUSD|M1|new_york|2026-06-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-08|60,OR|EURUSD|M1|new_york|2026-06-08|30,EURUSD,M1,new_york,America/New_York,2026-06-08,60,30,2026-06-08T13:30:00Z,2026-06-08T14:30:00Z,2026-06-08T14:00:00Z,1.15422,1.15156,0.00266,1.15324,1.15156,0.00168,1,0,0.00098,1.583333333333333333333333333,0.00098,0.00000,up,wick,0
IBOR|EURUSD|M1|london|2026-06-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-09|60,OR|EURUSD|M1|london|2026-06-09|30,EURUSD,M1,london,Europe/London,2026-06-09,60,30,2026-06-09T07:00:00Z,2026-06-09T08:00:00Z,2026-06-09T07:30:00Z,1.15482,1.15369,0.00113,1.15420,1.15369,0.00051,1,0,0.00062,2.215686274509803921568627451,0.00062,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-06-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-09|60,OR|EURUSD|M1|new_york|2026-06-09|30,EURUSD,M1,new_york,America/New_York,2026-06-09,60,30,2026-06-09T13:30:00Z,2026-06-09T14:30:00Z,2026-06-09T14:00:00Z,1.15726,1.15648,0.00078,1.15692,1.15648,0.00044,1,0,0.00034,1.772727272727272727272727273,0.00034,0.00000,up,wick,0
IBOR|EURUSD|M1|london|2026-06-10|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-10|60,OR|EURUSD|M1|london|2026-06-10|30,EURUSD,M1,london,Europe/London,2026-06-10,60,30,2026-06-10T07:00:00Z,2026-06-10T08:00:00Z,2026-06-10T07:30:00Z,1.15506,1.15445,0.00061,1.15506,1.15467,0.00039,1,0,0.00022,1.564102564102564102564102564,0.00000,0.00022,down,close,0
IBOR|EURUSD|M1|new_york|2026-06-10|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-10|60,OR|EURUSD|M1|new_york|2026-06-10|30,EURUSD,M1,new_york,America/New_York,2026-06-10,60,30,2026-06-10T13:30:00Z,2026-06-10T14:30:00Z,2026-06-10T14:00:00Z,1.15572,1.15361,0.00211,1.15572,1.15503,0.00069,1,0,0.00142,3.057971014492753623188405797,0.00000,0.00142,down,close,0
IBOR|EURUSD|M1|london|2026-06-11|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|london|2026-06-11|60,OR|EURUSD|M1|london|2026-06-11|30,EURUSD,M1,london,Europe/London,2026-06-11,60,30,2026-06-11T07:00:00Z,2026-06-11T08:00:00Z,2026-06-11T07:30:00Z,1.15503,1.15425,0.00078,1.15473,1.15425,0.00048,1,0,0.00030,1.625,0.00030,0.00000,up,close,0
IBOR|EURUSD|M1|new_york|2026-06-11|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|EURUSD|M1|new_york|2026-06-11|60,OR|EURUSD|M1|new_york|2026-06-11|30,EURUSD,M1,new_york,America/New_York,2026-06-11,60,30,2026-06-11T13:30:00Z,2026-06-11T14:30:00Z,2026-06-11T14:00:00Z,1.15395,1.15248,0.00147,1.15318,1.15248,0.00070,1,0,0.00077,2.1,0.00077,0.00000,up,close,0
